DATA,PRODUTO,UNIDADE,MÁXIMO,MAIS FREQUENTE,MINIMO
2023-01-05,54601-ROSA VERMELHA 20UN,MOL,75,39.0,29.0
2023-01-05,52101-SAMAMBAIA CUIA,UND,35,35.0,25.0
2023-01-05,52601-SUCULENTAS,UND,10,8.0,3.5
2023-01-05,52606-SUCULENTAS MINI 15UN,CX,48,45.0,40.0
2023-01-05,52702-TANGO,MOL,30,20.0,18.0
2023-01-05,52801-THUIA CIPRESTE VASO,UND,20,20.0,15.0
2023-01-05,52901-TULIPA,UND,15,15.0,15.0
2023-01-05,53004-VERDES ASPARGO,MOL,24,24.0,15.0
2023-01-05,53104-VERDES EUCALIPTUS,MOL,30,30.0,20.0
2023-01-05,53204-VERDES RUSCUS,MOL,25,24.0,20.0
2023-01-05,54801-VERDES (SAMAMBAIA PRETA),MOL,15,15.0,10.0
2023-01-05,51801-VIOLETA,UND,6,5.9,5.0
2023-01-05,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-01-10,00101-ABACATE,KG,6.5,6.0,4.75
2023-01-10,00201-ABACAXI CAIENA (HAWAI),UND,6,5.5,4.0
2023-01-10,00202-ABACAXI PEROLA,UND,5.5,4.5,3.5
2023-01-10,00203-ABACAXI TERRA DE AREIA,UND,3.75,3.0,1.5
2023-01-10,05901-ABOBORA,KG,5,3.5,2.5
2023-01-10,06003-ABOBRINHA ITALIANA,KG,3.67,3.0,2.5
2023-01-10,06004-ABOBRINHA TRONCO,KG,4,3.0,2.33
2023-01-10,03401-ACEROLA,KG,15,12.5,12.5
2023-01-10,04201-AGRIAO,DZ,15,12.0,10.0
2023-01-10,04301-AIPO SALSAO,DZ,84,72.0,72.0
2023-01-10,04401-ALCACHOFRA,UND,5,5.0,5.0
2023-01-10,04450-ALCACHOFRA IMPORTADA,KG,23.81,23.81,21.43
2023-01-10,10201-ALECRIM,MOL,2,2.0,1.5
2023-01-10,04501-ALFACE,DZ,15,12.0,10.0
2023-01-10,04502-ALFACE AMERICANA,DZ,20,18.0,15.0
2023-01-10,07650-ALHO IMPORTADO,KG,20,18.5,14.5
2023-01-10,12001-ALHO MACHO,KG,15,15.0,13.0
2023-01-10,07603-ALHO NACIONAL,KG,20,18.5,15.0
2023-01-10,11001-ALHO PORO,DZ,30,25.0,20.0
2023-01-10,04601-ALMEIRAO / RADITE,DZ,12,10.0,10.0
2023-01-10,00350-AMEIXA IMPORTADA,KG,11.11,8.89,8.89
2023-01-10,00301-AMEIXA NACIONAL,KG,10,7.0,5.0
2023-01-10,09502-AMENDOIM COM CASCA,KG,9,8.0,8.0
2023-01-10,09501-AMENDOIM SEM CASCA,KG,10,8.8,8.8
2023-01-10,00401-AMORA PRETA,KG,41.67,41.67,41.67
2023-01-10,00501-BANANA CATURRA / NANICA,KG,4,2.78,1.75
2023-01-10,00505-BANANA MACA,KG,12,10.0,8.0
2023-01-10,00503-BANANA PRATA / BRANCA,KG,5.5,4.17,1.94
2023-01-10,10101-BATATA-DOCE,KG,5.56,3.33,1.5
2023-01-10,07701-BATATA INGLESA,KG,4.8,4.0,2.0
2023-01-10,06101-BERINJELA,KG,5,4.5,3.0
2023-01-10,07802-BETERRABA,KG,3.61,2.78,1.75
2023-01-10,07801-BETERRABA MOLHO,DZ,52,40.0,30.0
2023-01-10,04702-BROCOLIS,DZ,45,35.0,25.0
2023-01-10,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-01-10,00650-CAQUI IMPORTADO,KG,26.67,25.0,22.22
2023-01-10,07901-CARA,KG,13.33,12.0,10.0
2023-01-10,00701-CARAMBOLA,KG,16,12.0,11.42
2023-01-10,08001-CEBOLA NACIONAL,KG,4,3.25,2.0
2023-01-10,08002-CEBOLA ROXA,KG,5.5,5.5,4.0
2023-01-10,08102-CENOURA,KG,4.17,2.89,1.9
2023-01-10,08150-CENOURA BABY,KG,17,16.0,16.0
2023-01-10,08101-CENOURA MOLHO,DZ,25,20.0,15.0
2023-01-10,09850-CEREJA IMPORTADA,KG,34,26.0,18.0
2023-01-10,04801-CHEIRO VERDE / TEMPERO,DZ,15,10.0,8.0
2023-01-10,04901-CHICORIA / ESCAROLA,DZ,12,10.0,8.0
2023-01-10,06201-CHUCHU,KG,3.06,2.11,1.51
2023-01-10,00802-COCO SECO,KG,7.22,6.67,5.5
2023-01-10,00801-COCO VERDE,UND,5,4.5,4.5
2023-01-10,05001-COUVE,DZ,15,10.0,10.0
2023-01-10,10501-COUVE CHINESA,DZ,45,35.0,25.0
2023-01-10,10601-COUVE-FLOR,DZ,60,50.0,35.0
2023-01-10,03501-ENDIVIA,KG,50,50.0,40.0
2023-01-10,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,70.0
2023-01-10,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-01-10,06302-ERVILHA,KG,20,15.0,9.0
2023-01-10,06303-ERVILHA TORTA,KG,42.22,36.67,33.33
2023-01-10,05301-ESPINAFRE,DZ,20,18.0,15.0
2023-01-10,06401-FAVA,KG,13.33,11.25,11.25
2023-01-10,09301-FEIJAO,KG,10,7.0,6.0
2023-01-10,00901-FIGO MADURO,KG,15.56,14.71,10.0
2023-01-10,00902-FIGO VERDE,KG,8,7.0,6.0
2023-01-10,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-01-10,08201-GENGIBRE,KG,7,5.0,4.17
2023-01-10,01001-GOIABA,KG,10,8.33,6.0
2023-01-10,12401-GRAVIOLA,KG,15,13.33,13.33
2023-01-10,08401-INHAME,KG,17,13.33,12.67
2023-01-10,01101-JABUTICABA,KG,26.67,20.0,11.11
2023-01-10,01201-JACA,UND,30,30.0,30.0
2023-01-10,06501-JILO,KG,15,12.0,11.54
2023-01-10,11301-KINKAN,KG,42.5,37.5,37.5
2023-01-10,01350-KIWI IMPORTADO,KG,14,14.0,12.0
2023-01-10,01401-LARANJA BAIA (UMBIGO),KG,7.22,6.67,5.55
2023-01-10,01450-LARANJA IMPORTADA,KG,12,9.14,7.78
2023-01-10,01403-LARANJA LIMA (CEU),KG,3.89,3.33,2.22
2023-01-10,01406-LARANJA SUCO,KG,3.06,2.78,2.22
2023-01-10,01501-LIMA,KG,9.44,7.78,5.0
2023-01-10,01650-LIMAO IMPORTADO,KG,10,9.33,8.67
2023-01-10,01602-LIMAO SICILIANO,KG,8.57,6.33,6.33
2023-01-10,01603-LIMAO TAITI,KG,3.33,2.78,2.22
2023-01-10,10701-LOURO,MOL,2,2.0,1.5
2023-01-10,01704-MACA FUJI CX PAP,KG,9.44,9.44,4.44
2023-01-10,01701-MACA FUJI CX PLAST,KG,8.06,6.11,3.5
2023-01-10,01753-MACA FUJI IMPORTADA,KG,7.5,7.22,7.22
2023-01-10,01705-MACA GALA CX PAP,KG,9.72,9.72,4.44
2023-01-10,01703-MACA GALA CX PLAST,KG,8.06,6.11,3.5
2023-01-10,01754-MACA GALA IMPORTADA,KG,10.44,9.44,7.78
2023-01-10,01707-MACA GOLDEN CX PAP,KG,8.89,7.78,7.78
2023-01-10,01756-MACA GRANNY SMITH,KG,10.28,10.28,9.72
2023-01-10,01755-MACA RED DELICIOUS,KG,10,9.21,9.21
2023-01-10,01803-MAMAO AMAZONAS (PAPAIA),KG,9.5,8.5,7.5
2023-01-10,01802-MAMAO FORMOSA,KG,9,7.3,6.5
2023-01-10,08501-MANDIOCA,KG,3.5,3.33,2.5
2023-01-10,08601-MANDIOQUINHA,KG,20,18.0,15.0
2023-01-10,01901-MANGA,KG,3.89,3.05,2.5
2023-01-10,05402-MANJERICAO,MOL,2,1.5,1.5
2023-01-10,05401-MANJERONA,MOL,2,2.0,1.5
2023-01-10,02001-MARACUJA AZEDO,KG,12,10.0,9.0
2023-01-10,02002-MARACUJA DOCE,KG,30,22.5,20.0
2023-01-10,06601-MAXIXE,KG,12.31,11.54,11.54
2023-01-10,11601-MEL,KG,30,25.0,20.0
2023-01-10,02101-MELANCIA,KG,3.5,1.5,1.0
2023-01-10,10901-MELANCIA KODAMA / BABY,KG,8,6.0,6.0
2023-01-10,02201-MELAO COMUM (GAUCHO),KG,4.38,3.33,2.22
2023-01-10,02202-MELAO ESPANHOL,KG,5,4.0,2.0
2023-01-10,02208-MELAO GALIA / CANTALOUPE,KG,6.67,5.55,3.75
2023-01-10,02205-MELAO NET,KG,10,8.33,8.33
2023-01-10,02204-MELAO ORANGE,KG,7.5,6.67,6.33
2023-01-10,02206-MELAO PELE DE SAPO,KG,5.83,5.0,4.23
2023-01-10,09601-MILHO PIPOCA,KG,8,7.0,6.5
2023-01-10,09401-MILHO RACAO,KG,2.2,2.0,1.9
2023-01-10,06701-MILHO VERDE (3UN),SCL,4,3.0,2.5
2023-01-10,03901-MIRTILO,KG,83.33,50.0,41.67
2023-01-10,06801-MOGANGO,KG,2.78,2.25,2.0
2023-01-10,06903-MORANGA AMARELA / PATACA,KG,2.78,1.67,1.25
2023-01-10,06901-MORANGA CABOTIA PRETA,KG,3.15,2.78,2.25
2023-01-10,02301-MORANGO,KG,15,12.0,10.0
2023-01-10,05501-MOSTARDA,DZ,20,18.0,12.0
2023-01-10,08703-NABO (EM CAIXA OU EM SACO),KG,3,2.5,2.0
2023-01-10,08701-NABO (EM MOLHO),DZ,40,25.0,25.0
2023-01-10,02401-NECTARINA,KG,7,6.0,4.0
2023-01-10,02450-NECTARINA IMPORTADA,KG,7.55,7.55,6.67
2023-01-10,02501-NESPERA,KG,75,75.0,75.0
2023-01-10,02601-NOZ PECA,KG,18,18.0,18.0
2023-01-10,08901-OVO BRANCO CX30DZ,CX,175,170.0,165.0
2023-01-10,08903-OVO CODORNA CXT30UN,CXT,6,6.0,5.5
2023-01-10,08902-OVO VERMELHO CX30DZ,CX,190,180.0,175.0
2023-01-10,07001-PEPINO CONSERVA,KG,6.67,5.55,4.44
2023-01-10,07003-PEPINO JAPONES,KG,4.38,3.43,2.78
2023-01-10,07002-PEPINO SALADA,KG,3.06,2.25,1.25
2023-01-10,02750-PERA ASIATICA,KG,16,16.0,16.0
2023-01-10,02754-PERA DANJOU,KG,9.44,8.67,8.33
2023-01-10,02701-PERA NACIONAL,KG,5,4.0,1.75
2023-01-10,02751-PERA VERMELHA,KG,8.33,7.78,7.78
2023-01-10,02755-PERA WILLIAMS / PACKAMS,KG,13.33,8.33,8.33
2023-01-10,02850-PESSEGO IMPORTADO,KG,20,20.0,20.0
2023-01-10,02801-PESSEGO NACIONAL,KG,6,4.5,3.0
2023-01-10,07101-PIMENTA,KG,20,18.0,15.0
2023-01-10,07201-PIMENTAO,KG,5.5,4.5,3.0
2023-01-10,07204-PIMENTAO AMARELO,KG,12,12.0,7.0
2023-01-10,07202-PIMENTAO CAPELETI,KG,15,13.0,9.0
2023-01-10,07203-PIMENTAO VERMELHO,KG,12,12.0,7.0
2023-01-10,02901-PINHA,KG,16.67,15.0,15.0
2023-01-10,11101-PITAYA,KG,20,15.0,10.0
2023-01-10,07301-QUIABO,KG,15,10.0,10.0
2023-01-10,08802-RABANETE,KG,3.5,3.0,2.5
2023-01-10,08801-RABANETE MOLHO,DZ,30,25.0,20.0
2023-01-10,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-01-10,05602-REPOLHO ROXO,KG,35,30.0,25.0
2023-01-10,05601-REPOLHO VERDE,KG,1.75,1.25,0.78
2023-01-10,03101-ROMA,KG,26.67,26.67,22.22
2023-01-10,05701-RUCULA,DZ,15,15.0,10.0
2023-01-10,05801-SALVIA,MOL,2,1.5,1.5
2023-01-10,03250-TANGERINA IMPORTADA,KG,14,12.0,10.0
2023-01-10,03202-TANGERINA MURCOTT,KG,8.33,8.33,5.0
2023-01-10,07401-TOMATE CAQUI (GAUCHO),KG,7.5,5.5,4.0
2023-01-10,07404-TOMATE CAQUI LONGA VIDA,KG,5,4.16,2.75
2023-01-10,07405-TOMATE CEREJA (MINI TOMATES),KG,12,8.0,6.5
2023-01-10,07402-TOMATE ITALIANO / PAULISTA,KG,6.11,5.0,3.61
2023-01-10,03302-UVA COMUM DE MESA,KG,4.5,5.0,5.5
2023-01-10,03350-UVA IMPORTADA,KG,20,20.0,20.0
2023-01-10,03303-UVAS FINAS DE MESA,KG,20,15.0,15.0
2023-01-10,07501-VAGEM,KG,7.5,7.0,5.0
2023-01-10,12201-YACON,KG,16,12.0,10.0
2023-01-10,50001-ANTURIO VASO,UND,49,35.0,20.0
2023-01-10,50102-ASTER,MOL,30,24.0,18.0
2023-01-10,50202-ASTROMELIA,MOL,25,20.0,15.0
2023-01-10,51901-AZALEIA VASO,UND,22,15.0,15.0
2023-01-10,50401-BEGONIA,UND,25,15.0,10.0
2023-01-10,50602-BOCA DE LEAO,MOL,25,25.0,22.0
2023-01-10,50701-BONSAI,UND,30,30.0,25.0
2023-01-10,50801-CACTUS,UND,105,10.0,3.5
2023-01-10,50806-CACTUS MINI 15UN,CX,48,45.0,40.0
2023-01-10,50902-COPO DE LEITE,MOL,30,30.0,30.0
2023-01-10,51102-CRAVINA,MOL,39,39.0,15.0
2023-01-10,51601-CRAVO,DZ,49,40.0,30.0
2023-01-10,51701-CRISANTEMO,UND,20,20.0,10.0
2023-01-10,51702-CRISANTEMO VASO,MOL,49,45.0,35.0
2023-01-10,51602-ESTATICE,MOL,20,20.0,20.0
2023-01-10,51402-GERBERA 12UN,MOL,45,40.0,35.0
2023-01-10,51502-GIRASSOL 6UN,MOL,35,28.0,28.0
2023-01-10,51501-GIRASSOL VASO,UND,30,30.0,30.0
2023-01-10,51001-GLADIOLO,UND,15,15.0,15.0
2023-01-10,51002-GLADIOLO MOLHE,MOL,15,15.0,15.0
2023-01-10,52201-GLOXINIA VASO,UND,25,25.0,25.0
2023-01-10,52001-KALANCHOE,UND,15,7.9,6.9
2023-01-10,52006-KALANCHOE MINI15UN,CX,55,45.0,35.0
2023-01-10,53501-KALANDIVA VASO,UND,10,8.0,6.9
2023-01-10,53601-LIRIO DA PAZ,UND,29,24.0,15.0
2023-01-10,53602-LIRIO MOLHE,MOL,65,59.0,20.0
2023-01-10,51802-LISIANTHUS,MOL,70,45.0,15.0
2023-01-10,54701-MOSQUITINHO,MOL,35,35.0,29.0
2023-01-10,52250-MOSQUITINHO IMP,MOL,45,35.0,35.0
2023-01-10,52301-ORQUIDEA VASO,UND,95,45.0,45.0
2023-01-10,53606-PRIMULA 15UN,CX,20,20.0,20.0
2023-01-10,54901-ROSA COLORIDA 20UN,MOL,65,49.0,25.0
2023-01-10,54950-ROSA IMPORTADA,MOL,250,250.0,250.0
2023-01-10,54601-ROSA VERMELHA 20UN,MOL,75,39.0,29.0
2023-01-10,52101-SAMAMBAIA CUIA,UND,35,35.0,25.0
2023-01-10,52601-SUCULENTAS,UND,10,8.0,3.5
2023-01-10,52606-SUCULENTAS MINI 15UN,CX,48,45.0,40.0
2023-01-10,52702-TANGO,MOL,30,20.0,18.0
2023-01-10,52801-THUIA CIPRESTE VASO,UND,20,20.0,15.0
2023-01-10,52901-TULIPA,UND,15,15.0,15.0
2023-01-10,53004-VERDES ASPARGO,MOL,24,24.0,15.0
2023-01-10,53104-VERDES EUCALIPTUS,MOL,30,30.0,20.0
2023-01-10,53204-VERDES RUSCUS,MOL,25,24.0,20.0
2023-01-10,54801-VERDES (SAMAMBAIA PRETA),MOL,15,15.0,10.0
2023-01-10,51801-VIOLETA,UND,6,5.9,5.0
2023-01-10,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-01-12,00101-ABACATE,KG,6.5,6.0,4.75
2023-01-12,00201-ABACAXI CAIENA (HAWAI),UND,6.5,5.0,4.5
2023-01-12,00202-ABACAXI PEROLA,UND,5,4.0,3.5
2023-01-12,00203-ABACAXI TERRA DE AREIA,UND,3.75,3.0,1.5
2023-01-12,05901-ABOBORA,KG,5,3.5,2.5
2023-01-12,06003-ABOBRINHA ITALIANA,KG,4.33,3.0,2.5
2023-01-12,06004-ABOBRINHA TRONCO,KG,4,3.0,2.33
2023-01-12,03401-ACEROLA,KG,15,12.5,12.5
2023-01-12,04201-AGRIAO,DZ,15,12.0,10.0
2023-01-12,04301-AIPO SALSAO,DZ,84,72.0,72.0
2023-01-12,04401-ALCACHOFRA,UND,5,5.0,5.0
2023-01-12,04450-ALCACHOFRA IMPORTADA,KG,23.81,23.81,21.43
2023-01-12,10201-ALECRIM,MOL,2,2.0,1.5
2023-01-12,04501-ALFACE,DZ,15,12.0,10.0
2023-01-12,04502-ALFACE AMERICANA,DZ,20,18.0,15.0
2023-01-12,07650-ALHO IMPORTADO,KG,22,18.0,15.0
2023-01-12,12001-ALHO MACHO,KG,15,15.0,13.0
2023-01-12,07603-ALHO NACIONAL,KG,20,18.0,15.0
2023-01-12,11001-ALHO PORO,DZ,30,25.0,20.0
2023-01-12,04601-ALMEIRAO / RADITE,DZ,12,10.0,10.0
2023-01-12,00350-AMEIXA IMPORTADA,KG,11.11,8.89,8.89
2023-01-12,00301-AMEIXA NACIONAL,KG,10,7.0,5.0
2023-01-12,09502-AMENDOIM COM CASCA,KG,9,8.0,8.0
2023-01-12,09501-AMENDOIM SEM CASCA,KG,10,8.8,8.8
2023-01-12,00401-AMORA PRETA,KG,41.67,41.67,41.67
2023-01-12,00501-BANANA CATURRA / NANICA,KG,4,2.78,1.75
2023-01-12,00505-BANANA MACA,KG,12,10.0,8.0
2023-01-12,00503-BANANA PRATA / BRANCA,KG,5.5,4.17,1.94
2023-01-12,10101-BATATA-DOCE,KG,5.56,3.33,1.5
2023-01-12,07701-BATATA INGLESA,KG,4.4,4.0,2.0
2023-01-12,06101-BERINJELA,KG,5,4.5,3.0
2023-01-12,07802-BETERRABA,KG,3.61,2.5,1.75
2023-01-12,07801-BETERRABA MOLHO,DZ,60,40.0,30.0
2023-01-12,04702-BROCOLIS,DZ,45,35.0,25.0
2023-01-12,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-01-12,00650-CAQUI IMPORTADO,KG,26.67,25.0,22.22
2023-01-12,07901-CARA,KG,12,10.0,10.0
2023-01-12,00701-CARAMBOLA,KG,16,12.0,11.42
2023-01-12,08001-CEBOLA NACIONAL,KG,4,3.5,2.25
2023-01-12,08002-CEBOLA ROXA,KG,5.5,5.5,4.0
2023-01-12,08102-CENOURA,KG,4.17,3.06,1.9
2023-01-12,08150-CENOURA BABY,KG,17,16.0,16.0
2023-01-12,08101-CENOURA MOLHO,DZ,25,20.0,15.0
2023-01-12,09850-CEREJA IMPORTADA,KG,34,26.0,18.0
2023-01-12,04801-CHEIRO VERDE / TEMPERO,DZ,15,10.0,8.0
2023-01-12,04901-CHICORIA / ESCAROLA,DZ,12,10.0,8.0
2023-01-12,06201-CHUCHU,KG,3.06,2.25,1.67
2023-01-12,00802-COCO SECO,KG,7.22,6.67,5.5
2023-01-12,00801-COCO VERDE,UND,5,4.5,4.5
2023-01-12,05001-COUVE,DZ,15,10.0,10.0
2023-01-12,10501-COUVE CHINESA,DZ,45,35.0,25.0
2023-01-12,10601-COUVE-FLOR,DZ,70,50.0,40.0
2023-01-12,03501-ENDIVIA,KG,50,50.0,40.0
2023-01-12,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,70.0
2023-01-12,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-01-12,06302-ERVILHA,KG,20,15.0,9.0
2023-01-12,06303-ERVILHA TORTA,KG,42.22,36.67,33.33
2023-01-12,05301-ESPINAFRE,DZ,20,18.0,15.0
2023-01-12,06401-FAVA,KG,13.33,11.25,11.25
2023-01-12,09301-FEIJAO,KG,10,8.33,6.0
2023-01-12,00901-FIGO MADURO,KG,15.56,14.71,10.0
2023-01-12,00902-FIGO VERDE,KG,8,7.0,6.0
2023-01-12,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-01-12,08201-GENGIBRE,KG,7,5.0,4.17
2023-01-12,01001-GOIABA,KG,10,8.33,6.0
2023-01-12,12401-GRAVIOLA,KG,15,13.33,13.33
2023-01-12,08401-INHAME,KG,17,13.33,12.67
2023-01-12,01101-JABUTICABA,KG,26.67,20.0,11.11
2023-01-12,01201-JACA,UND,30,30.0,30.0
2023-01-12,06501-JILO,KG,15,12.0,11.54
2023-01-12,11301-KINKAN,KG,42.5,37.5,37.5
2023-01-12,01350-KIWI IMPORTADO,KG,14,14.0,12.0
2023-01-12,01401-LARANJA BAIA (UMBIGO),KG,7.22,6.67,5.55
2023-01-12,01450-LARANJA IMPORTADA,KG,12,10.0,9.14
2023-01-12,01403-LARANJA LIMA (CEU),KG,3.89,3.33,2.22
2023-01-12,01406-LARANJA SUCO,KG,3.06,2.78,2.22
2023-01-12,01501-LIMA,KG,9.44,7.78,5.0
2023-01-12,01650-LIMAO IMPORTADO,KG,10,9.33,8.67
2023-01-12,01602-LIMAO SICILIANO,KG,8.57,6.33,6.33
2023-01-12,01603-LIMAO TAITI,KG,3.33,2.78,2.22
2023-01-12,10701-LOURO,MOL,2,2.0,1.5
2023-01-12,01704-MACA FUJI CX PAP,KG,9.44,9.44,4.44
2023-01-12,01701-MACA FUJI CX PLAST,KG,8.06,6.11,3.5
2023-01-12,01753-MACA FUJI IMPORTADA,KG,7.5,7.22,7.22
2023-01-12,01705-MACA GALA CX PAP,KG,9.72,9.72,4.44
2023-01-12,01703-MACA GALA CX PLAST,KG,8.06,6.11,3.5
2023-01-12,01754-MACA GALA IMPORTADA,KG,10.44,9.44,7.78
2023-01-12,01707-MACA GOLDEN CX PAP,KG,8.89,7.78,7.78
2023-01-12,01756-MACA GRANNY SMITH,KG,10.28,10.28,9.72
2023-01-12,01755-MACA RED DELICIOUS,KG,10,9.21,9.21
2023-01-12,01803-MAMAO AMAZONAS (PAPAIA),KG,9.5,8.5,7.5
2023-01-12,01802-MAMAO FORMOSA,KG,9,7.3,6.5
2023-01-12,08501-MANDIOCA,KG,3.5,3.33,2.5
2023-01-12,08601-MANDIOQUINHA,KG,20,18.0,15.0
2023-01-12,01901-MANGA,KG,3.89,3.61,2.5
2023-01-12,05402-MANJERICAO,MOL,2,1.5,1.5
2023-01-12,05401-MANJERONA,MOL,2,2.0,1.5
2023-01-12,02001-MARACUJA AZEDO,KG,12,10.0,9.0
2023-01-12,02002-MARACUJA DOCE,KG,30,22.5,20.0
2023-01-12,06601-MAXIXE,KG,12.31,11.54,11.54
2023-01-12,11601-MEL,KG,30,25.0,20.0
2023-01-12,02101-MELANCIA,KG,3.5,1.5,1.0
2023-01-12,10901-MELANCIA KODAMA / BABY,KG,8,6.0,6.0
2023-01-12,02201-MELAO COMUM (GAUCHO),KG,4.06,2.78,1.67
2023-01-12,02202-MELAO ESPANHOL,KG,5,4.0,2.0
2023-01-12,02208-MELAO GALIA / CANTALOUPE,KG,6.67,5.55,3.75
2023-01-12,02205-MELAO NET,KG,10,8.33,8.33
2023-01-12,02204-MELAO ORANGE,KG,7.5,6.67,6.33
2023-01-12,02206-MELAO PELE DE SAPO,KG,5.83,5.0,4.23
2023-01-12,09601-MILHO PIPOCA,KG,8,7.0,6.5
2023-01-12,09401-MILHO RACAO,KG,2.2,2.0,1.9
2023-01-12,06701-MILHO VERDE (3UN),SCL,5,3.0,2.5
2023-01-12,03901-MIRTILO,KG,83.33,50.0,41.67
2023-01-12,06801-MOGANGO,KG,2.78,2.25,2.0
2023-01-12,06903-MORANGA AMARELA / PATACA,KG,2.78,1.67,1.25
2023-01-12,06901-MORANGA CABOTIA PRETA,KG,3.17,2.78,2.25
2023-01-12,02301-MORANGO,KG,15,12.0,10.0
2023-01-12,05501-MOSTARDA,DZ,20,18.0,12.0
2023-01-12,08703-NABO (EM CAIXA OU EM SACO),KG,3,2.5,2.0
2023-01-12,08701-NABO (EM MOLHO),DZ,40,25.0,25.0
2023-01-12,02401-NECTARINA,KG,7,6.0,4.0
2023-01-12,02450-NECTARINA IMPORTADA,KG,7.55,7.55,6.67
2023-01-12,02501-NESPERA,KG,75,75.0,75.0
2023-01-12,02601-NOZ PECA,KG,18,18.0,18.0
2023-01-12,08901-OVO BRANCO CX30DZ,CX,175,170.0,120.0
2023-01-12,08903-OVO CODORNA CXT30UN,CXT,6,6.0,5.25
2023-01-12,08902-OVO VERMELHO CX30DZ,CX,180,180.0,120.0
2023-01-12,07001-PEPINO CONSERVA,KG,6.67,5.55,4.44
2023-01-12,07003-PEPINO JAPONES,KG,5.31,3.89,3.0
2023-01-12,07002-PEPINO SALADA,KG,3.06,2.25,1.25
2023-01-12,02750-PERA ASIATICA,KG,16,16.0,16.0
2023-01-12,02754-PERA DANJOU,KG,9.44,8.67,8.33
2023-01-12,02701-PERA NACIONAL,KG,5,4.0,1.75
2023-01-12,02751-PERA VERMELHA,KG,8.33,7.78,7.78
2023-01-12,02755-PERA WILLIAMS / PACKAMS,KG,13.33,8.33,8.33
2023-01-12,02850-PESSEGO IMPORTADO,KG,20,20.0,20.0
2023-01-12,02801-PESSEGO NACIONAL,KG,6,4.5,3.0
2023-01-12,07101-PIMENTA,KG,20,18.0,15.0
2023-01-12,07201-PIMENTAO,KG,5.5,4.5,3.0
2023-01-12,07204-PIMENTAO AMARELO,KG,12,12.0,7.0
2023-01-12,07202-PIMENTAO CAPELETI,KG,15,13.0,9.0
2023-01-12,07203-PIMENTAO VERMELHO,KG,12,12.0,7.0
2023-01-12,02901-PINHA,KG,16.67,15.0,15.0
2023-01-12,11101-PITAYA,KG,20,15.0,10.0
2023-01-12,07301-QUIABO,KG,15,10.0,9.0
2023-01-12,08802-RABANETE,KG,4.44,3.0,2.5
2023-01-12,08801-RABANETE MOLHO,DZ,30,25.0,20.0
2023-01-12,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-01-12,05602-REPOLHO ROXO,KG,35,30.0,25.0
2023-01-12,05601-REPOLHO VERDE,KG,1.5,1.0,0.6
2023-01-12,03101-ROMA,KG,26.67,26.67,22.22
2023-01-12,05701-RUCULA,DZ,15,15.0,10.0
2023-01-12,05801-SALVIA,MOL,2,1.5,1.5
2023-01-12,52101-SAMAMBAIA CUIA,UND,35,30.0,25.0
2023-01-12,03250-TANGERINA IMPORTADA,KG,14,12.0,10.0
2023-01-12,03202-TANGERINA MURCOTT,KG,8.33,8.33,5.0
2023-01-12,07401-TOMATE CAQUI (GAUCHO),KG,7.5,6.67,4.0
2023-01-12,07404-TOMATE CAQUI LONGA VIDA,KG,5,4.16,2.75
2023-01-12,07405-TOMATE CEREJA (MINI TOMATES),KG,12,8.0,6.0
2023-01-12,07402-TOMATE ITALIANO / PAULISTA,KG,6.11,5.0,3.61
2023-01-12,03302-UVA COMUM DE MESA,KG,5,4.0,3.5
2023-01-12,03350-UVA IMPORTADA,KG,20,20.0,20.0
2023-01-12,03303-UVAS FINAS DE MESA,KG,20,15.0,15.0
2023-01-12,07501-VAGEM,KG,8,7.0,6.0
2023-01-12,12201-YACON,KG,16,12.0,10.0
2023-01-12,50001-ANTURIO VASO,UND,35,35.0,25.0
2023-01-12,50102-ASTER,MOL,24,18.0,18.0
2023-01-12,50202-ASTROMELIA,MOL,20,20.0,18.0
2023-01-12,51901-AZALEIA VASO,UND,30,18.0,18.0
2023-01-12,50401-BEGONIA,UND,18,18.0,15.0
2023-01-12,50602-BOCA DE LEAO,MOL,29,29.0,18.0
2023-01-12,50701-BONSAI,UND,25,25.0,25.0
2023-01-12,50801-CACTUS,UND,20,10.0,3.2
2023-01-12,50806-CACTUS MINI 15UN,CX,48,40.0,35.0
2023-01-12,50902-COPO DE LEITE,MOL,39,39.0,39.0
2023-01-12,51102-CRAVINA,MOL,39,39.0,18.0
2023-01-12,51601-CRAVO,DZ,39,39.0,35.0
2023-01-12,51701-CRISANTEMO,MOL,55,49.0,48.0
2023-01-12,51702-CRISANTEMO VASO,UND,22,15.0,10.0
2023-01-12,51602-ESTATICE,MOL,20,20.0,15.0
